segment,seller type,certified,city,make,model,trim,odometer,fuel,trans,rto,selling price,locality,pincode,owner,color,age
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kiger,RXT 1.0 TURBO MT,97117.0,Petrol,Manual,KA-51,436600.0,gandhi nagar,560009.0,1.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Swift Dzire,VXI,91003.0,Petrol,Manual,KA-01,335500.0,nexus whitefield,560066.0,2.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ALPHA 1.4 PETROL,97264.0,Petrol,Manual,KA-43,505000.0,nexus whitefield,560066.0,1.0,White,9.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,83953.0,Petrol,Manual,KA-02,364000.0,gt world mall,560023.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC V AT,77421.0,Petrol,Automatic,KA-51,335000.0,bhoruka tech park,560066.0,3.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI,75826.0,Petrol,Manual,KA-01,298795.0,gt world mall,560023.0,2.0,Brown,9.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,HIGHLINE PETROL AT,74967.0,Petrol,Automatic,KA-05,341800.0,nexus whitefield,560066.0,2.0,Blue,13.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,XUV700,AX 7 LUXURY P AT 7 STR,24212.0,Petrol,Automatic,KA-03,1949900.0,gt world mall,560023.0,1.0,Blue,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i20 Active,1.2 S,68633.0,Petrol,Manual,KA-53,512500.0,nexus whitefield,560066.0,1.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW I20,SPORTZ 1.5 MT,86638.0,Diesel,Manual,KA-05,701653.0,yeswanthpur,560022.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC V AT,97121.0,Petrol,Automatic,KA-05,354100.0,bellahalli,560064.0,1.0,Orange,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,95756.0,Petrol,Manual,KA-02,317033.0,bellahalli,560064.0,1.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTK PLUS 1.0 IMT,52351.0,Petrol,Manual,KA-03,662700.0,gandhi nagar,560009.0,1.0,Red,5.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,52884.0,Petrol,Manual,KA-04,386100.0,koramangala,560034.0,1.0,Red,9.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kiger,RXT TURBO CVT,57542.0,Petrol,Automatic,KA-01,604700.0,nexus whitefield,560066.0,1.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,Kuv100,K6 PLUS 6 STR,30379.0,Petrol,Manual,KA-02,330000.0,gt world mall,560023.0,1.0,Blue,10.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,Kuv100,K6 PLUS 6 STR,82743.0,Petrol,Manual,KA-03,281500.0,bhoruka tech park,560066.0,1.0,Grey,10.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC V AT,77717.0,Petrol,Automatic,KA-04,392500.0,bellahalli,560064.0,2.0,Green,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI,96256.0,Petrol,Manual,KA-51,272748.0,bellahalli,560064.0,2.0,Beige,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI AMT,35557.0,Petrol,Automatic,KA-50,279386.0,gt world mall,560023.0,1.0,White,10.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Nano,TWIST XT,31799.0,Petrol,Manual,KA-05,170000.0,bellahalli,560064.0,1.0,Purple,11.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,Vento,HIGHLINE 1.5 AT,70604.0,Diesel,Automatic,KA-04,385900.0,koramangala,560034.0,3.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Figo Aspire,TITANIUM1.5 DIESEL,93744.0,Diesel,Manual,KA-03,374063.0,bellahalli,560064.0,2.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,56058.0,Petrol,Manual,KA-51,298085.0,bellahalli,560064.0,2.0,Silver,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Vitara Brezza,ZDI AMT,71311.0,Diesel,Automatic,KA-03,790000.0,yeswanthpur,560022.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTK PLUS 1.0 IMT,23368.0,Petrol,Manual,KA-04,682300.0,gandhi nagar,560009.0,1.0,Black,5.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,43629.0,Petrol,Manual,KA-03,394100.0,yeswanthpur,560022.0,1.0,Blue,9.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,96451.0,Petrol,Manual,KA-02,327000.0,bellahalli,560064.0,2.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI,30937.0,Petrol,Manual,KA-51,339560.0,nexus whitefield,560066.0,1.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Figo,ZXI 1.2 PETROL,90974.0,Petrol,Manual,KA-03,205700.0,bellahalli,560064.0,2.0,Grey,13.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Jazz,1.2L I-VTEC V AT,146324.0,Petrol,Automatic,KA-05,320700.0,gandhi nagar,560009.0,1.0,White,10.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,BOLERO NEO,N 10 (O),15105.0,Diesel,Manual,KA-51,899000.0,nexus whitefield,560066.0,1.0,Green,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI AMT,77637.0,Petrol,Automatic,KA-04,219300.0,koramangala,560034.0,1.0,Black,12.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,VIRTUS,TOPLINE TSI 1.0 AT,20053.0,Petrol,Automatic,KA-04,1455500.0,bhoruka tech park,560066.0,1.0,White,2.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,GRAND I10 NIOS,ASTA 1.2 KAPPA VTVT,22524.0,Petrol,Manual,KA-04,603900.0,bellahalli,560064.0,1.0,Red,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i20 Active,1.2 SX,73127.0,Petrol,Manual,KA-05,411870.0,gandhi nagar,560009.0,2.0,White,10.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,27747.0,Petrol,Manual,KA-51,479000.0,nexus whitefield,560066.0,2.0,Silver,5.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTX 1.0 IMT,51184.0,Petrol,Manual,KA-03,763600.0,bhoruka tech park,560066.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Kiger,RXZ TURBO CVT,10549.0,Petrol,Automatic,KA-50,775500.0,bellahalli,560064.0,1.0,Black,2.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Vitara Brezza,ZDI AMT,122882.0,Diesel,Automatic,KA-51,667171.0,bhoruka tech park,560066.0,2.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,59464.0,Petrol,Manual,KA-20,392806.0,bellahalli,560064.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ALPHA 1.5 SHVS PETROL,62338.0,Petrol,Manual,KA-05,583200.0,bhoruka tech park,560066.0,2.0,Blue,8.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Brio,S MT,48485.0,Petrol,Manual,KA-02,284200.0,yeswanthpur,560022.0,1.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI AMT,48256.0,Petrol,Automatic,KA-41,267184.0,nexus whitefield,560066.0,2.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto K10,VXI (O) AMT,29516.0,Petrol,Automatic,KA-41,299200.0,gt world mall,560023.0,2.0,Grey,7.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Nano,TWIST XTA,37968.0,Petrol,Automatic,KA-05,178657.0,koramangala,560034.0,3.0,White,10.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,ALTROZ,XZ DIESEL,16041.0,Diesel,Manual,KA-01,785700.0,bellahalli,560064.0,1.0,Blue,2.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI AMT,83597.0,Petrol,Automatic,KA-50,369831.0,gandhi nagar,560009.0,2.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTK PLUS 1.0 IMT,64195.0,Petrol,Manual,KA-05,717800.0,gt world mall,560023.0,1.0,Black,3.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI,10723.0,Petrol,Manual,KA-03,411055.0,bhoruka tech park,560066.0,1.0,Red,3.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Hexa,XT 4X4 7 STR,126306.0,Diesel,Manual,KA-41,747500.0,bhoruka tech park,560066.0,1.0,Blue,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,S 1.5 MT PETROL,46763.0,Petrol,Manual,KA-53,745300.0,bellahalli,560064.0,1.0,Red,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto 800,LXI,103240.0,Petrol,Manual,KA-04,188596.0,bellahalli,560064.0,2.0,Silver,13.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,84481.0,Petrol,Manual,KA-53,394000.0,koramangala,560034.0,2.0,Blue,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Wagon R 1.0,VXI AMT,89022.0,Petrol,Automatic,KA-51,354176.0,bellahalli,560064.0,1.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Eon,ERA +,95143.0,Petrol,Manual,KA-02,192132.0,nexus whitefield,560066.0,1.0,Red,12.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,Figo,ZXI 1.4 DIESEL,139692.0,Diesel,Manual,KA-27,167593.0,gandhi nagar,560009.0,3.0,Grey,13.0
Mass Market,S1 Owned,Yes,Bangalore,Volkswagen,TIGUAN,HIGHLINE TDI AT,105693.0,Diesel,Automatic,KA-04,1489667.0,bellahalli,560064.0,1.0,Grey,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ritz,VXI,88588.0,Petrol,Manual,KA-04,339809.0,bhoruka tech park,560066.0,1.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTK 1.5 DIESEL IMT,88942.0,Diesel,Manual,KA-01,728500.0,gandhi nagar,560009.0,1.0,Grey,3.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,TRIBER,RXT,16858.0,Petrol,Manual,KA-05,516500.0,gandhi nagar,560009.0,1.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,TRIBER,RXT,124614.0,Petrol,Manual,KA-50,485986.0,gt world mall,560023.0,2.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM BLU 1.2 PETROL,77710.0,Petrol,Manual,KA-01,459195.0,bhoruka tech park,560066.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,DELTA 1.5 SHVS MT PETROL,50093.0,Petrol,Manual,KA-51,612504.0,bhoruka tech park,560066.0,1.0,Silver,7.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Brio,V MT,64997.0,Petrol,Manual,KA-53,221300.0,bhoruka tech park,560066.0,2.0,Grey,13.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ZXI,64492.0,Petrol,Manual,KA-03,576538.0,gt world mall,560023.0,1.0,Brown,9.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,63129.0,Petrol,Manual,KA-53,342300.0,gandhi nagar,560009.0,2.0,Grey,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto 800,LXI,59414.0,Petrol,Manual,KA-05,201923.0,nexus whitefield,560066.0,2.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Eon,MAGNA +,84569.0,Petrol,Manual,KA-51,247971.0,gandhi nagar,560009.0,1.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto 800,LXI,20103.0,Petrol,Manual,KA-41,260000.0,gt world mall,560023.0,1.0,Silver,9.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA (O) 1.2 KAPPA VTVT,72843.0,Petrol,Manual,KA-53,340000.0,bellahalli,560064.0,1.0,Blue,13.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Hexa,XTA 4X2 7 STR,91121.0,Diesel,Automatic,KA-03,978000.0,bellahalli,560064.0,1.0,White,7.0
Mass Market,S1 Owned,Yes,Bangalore,Mahindra,Bolero,B6 (O),29769.0,Diesel,Manual,KA-05,877292.0,bhoruka tech park,560066.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Hexa,XMA 4X2 7 STR,57907.0,Diesel,Automatic,KA-01,884100.0,bhoruka tech park,560066.0,1.0,Blue,8.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,PUNCH,CREATIVE FLAGSHIP DUAL TONE MT,25339.0,Petrol,Manual,KA-04,795000.0,gt world mall,560023.0,1.0,Grey,2.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ritz,VXI,92624.0,Petrol,Manual,KA-25,278400.0,bellahalli,560064.0,1.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Eeco,7 STR STD(O),64778.0,Petrol,Manual,KA-02,460000.0,bellahalli,560064.0,2.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,ALTROZ,XZ PLUS PETROL DARK EDITION,56804.0,Petrol,Manual,KA-03,593200.0,bellahalli,560064.0,1.0,Black,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI+,957.0,Petrol,Manual,KA-53,442142.0,bellahalli,560064.0,1.0,Silver,1.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW I20,ASTA 1.0 GDI TURBO DCT,81786.0,Petrol,Automatic,KA-02,717800.0,bhoruka tech park,560066.0,1.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ALPHA 1.5 SHVS PETROL,47096.0,Petrol,Manual,KA-03,675000.0,gt world mall,560023.0,1.0,Brown,6.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Brio,S MT,110987.0,Petrol,Manual,KA-51,244178.0,bellahalli,560064.0,2.0,Red,13.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,DELTA AT 1.5 SHVS PETROL,38851.0,Petrol,Automatic,KA-05,740000.0,bellahalli,560064.0,1.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto 800,LXI,38001.0,Petrol,Manual,KA-04,213753.0,yeswanthpur,560022.0,1.0,Silver,13.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM 1.2 PETROL MT,49959.0,Petrol,Manual,KA-03,353588.0,yeswanthpur,560022.0,1.0,Silver,10.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTX PLUS 1.0 TURBO PETROL IMT,16306.0,Petrol,Manual,KA-51,1029600.0,bellahalli,560064.0,1.0,Blue,2.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA AT 1.2 KAPPA VTVT,90143.0,Petrol,Automatic,KA-47,330258.0,yeswanthpur,560022.0,2.0,Red,12.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,ALTROZ,XM PETROL,120795.0,Petrol,Manual,KA-06,461100.0,bellahalli,560064.0,2.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Captur,RXE PETROL,72123.0,Petrol,Manual,KA-03,424326.0,bhoruka tech park,560066.0,2.0,Grey,8.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,PUNCH,ACCOMPLISHED DAZZLE SUNROOF CNG MT,14692.0,CNG,Manual,KA-53,790300.0,bhoruka tech park,560066.0,1.0,Grey,2.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,57228.0,Petrol,Manual,KA-02,346900.0,nexus whitefield,560066.0,1.0,Red,11.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI+,26424.0,Petrol,Manual,KA-51,361000.0,gandhi nagar,560009.0,1.0,Orange,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ALPHA 1.5 SHVS PETROL,66857.0,Petrol,Manual,KA-51,662400.0,bhoruka tech park,560066.0,2.0,Blue,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Celerio X,ZXI (O) AMT,49659.0,Petrol,Automatic,KA-53,350000.0,bhoruka tech park,560066.0,3.0,White,8.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA AT 1.2 KAPPA VTVT,100172.0,Petrol,Automatic,KA-02,307853.0,bellahalli,560064.0,1.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI+,68280.0,Petrol,Manual,KA-05,362419.0,yeswanthpur,560022.0,1.0,Grey,4.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TREND 1.2 PETROL,67192.0,CNG,Manual,KA-01,310216.0,koramangala,560034.0,1.0,Grey,10.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,HTX 1.5 AT,43708.0,Diesel,Automatic,KA-03,1060000.0,bellahalli,560064.0,1.0,Red,3.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Pulse,RXL DIESEL,66402.0,Diesel,Manual,KA-41,345862.0,bellahalli,560064.0,1.0,Black,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Eon,D-LITE+,40468.0,Petrol,Manual,KA-02,227744.0,yeswanthpur,560022.0,1.0,Red,12.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,FREESTYLE,FLAIR EDITION 1.5 DIESEL,54542.0,Diesel,Manual,KA-47,627300.0,nexus whitefield,560066.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ALPHA AT 1.5 SHVS PETROL,62799.0,Petrol,Automatic,KA-01,762300.0,bellahalli,560064.0,1.0,Blue,5.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Lodgy,85 PS RXZ,92595.0,Diesel,Manual,KA-50,470400.0,bellahalli,560064.0,1.0,Blue,11.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Zest,XMS 90PS DIESEL,90292.0,Diesel,Manual,KA-41,400900.0,bellahalli,560064.0,2.0,Grey,9.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Ciaz,ALPHA AT 1.5 SHVS PETROL,27453.0,Petrol,Automatic,KA-05,730000.0,bellahalli,560064.0,1.0,Grey,7.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Amaze,1.2L I-VTEC VX CVT,67736.0,Petrol,Automatic,KA-05,651200.0,bellahalli,560064.0,1.0,Green,4.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA AT 1.2 KAPPA VTVT,79587.0,Petrol,Automatic,KA-01,377500.0,gt world mall,560023.0,2.0,Red,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI+,63415.0,Petrol,Manual,KA-51,333554.0,bellahalli,560064.0,1.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ AT 1.2 KAPPA VTVT,113401.0,Petrol,Automatic,KA-05,387100.0,bellahalli,560064.0,2.0,Silver,7.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI PLUS AMT,40259.0,Petrol,Automatic,KA-02,375234.0,yeswanthpur,560022.0,1.0,Grey,5.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i10,MAGNA 1.1,88805.0,Petrol,Manual,KA-51,241996.0,bellahalli,560064.0,2.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM 1.2 PETROL MT,94109.0,Petrol,Manual,KA-05,360000.0,bellahalli,560064.0,2.0,White,6.0
Mass Market,S1 Owned,Yes,Bangalore,Renault,Pulse,RXZ DIESEL,121905.0,Diesel,Manual,KA-02,314582.0,yeswanthpur,560022.0,1.0,Silver,13.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW I20,ASTA (O) 1.5 CRDI MT,106158.0,Diesel,Manual,KA-01,682600.0,gandhi nagar,560009.0,1.0,Red,5.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,BR-V,1.5L I-VTEC V CVT,96981.0,Petrol,Automatic,KA-53,568951.0,bellahalli,560064.0,2.0,Silver,9.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Mobilio,1.5L I-DTEC RS,113459.0,Diesel,Manual,KA-03,429000.0,bellahalli,560064.0,2.0,White,12.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Bolt,XT REVOTRON,85243.0,Petrol,Manual,KA-05,243243.0,gt world mall,560023.0,2.0,Grey,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW I20,ASTA (O) 1.0 TURBO GDI DCT,45609.0,Petrol,Automatic,KA-51,815000.0,gt world mall,560023.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,TIGOR,XZ PETROL,6066.0,Petrol,Manual,KA-50,630000.0,bellahalli,560064.0,1.0,Grey,2.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW SANTRO,SPORTZ MT,68906.0,Petrol,Manual,KA-15,463211.0,gt world mall,560023.0,1.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Alto,VXI,43670.0,Petrol,Manual,KA-05,285991.0,bhoruka tech park,560066.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,XL6,ALPHA MT,57558.0,Petrol,Manual,KA-05,944086.0,bhoruka tech park,560066.0,1.0,Silver,5.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i10,SPORTZ 1.2 AT,70543.0,Petrol,Automatic,KA-02,255100.0,gt world mall,560023.0,2.0,Silver,13.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Amaze,1.2L I-VTEC VX,49712.0,Petrol,Manual,KA-51,365000.0,bellahalli,560064.0,1.0,White,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,ASTA AT 1.2 KAPPA VTVT,114927.0,Petrol,Automatic,KA-51,290000.0,bellahalli,560064.0,2.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Harrier,XMA 2.0L KRYOTEC,97438.0,Diesel,Automatic,KA-41,1136800.0,bhoruka tech park,560066.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI PLUS AMT,42120.0,Petrol,Automatic,KA-04,362649.0,bellahalli,560064.0,2.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,New Figo,TITANIUM 1.2 PETROL MT,75500.0,Petrol,Manual,KA-03,325701.0,bellahalli,560064.0,2.0,Blue,10.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI PLUS AMT,34517.0,Petrol,Automatic,KA-51,339000.0,gandhi nagar,560009.0,2.0,Grey,6.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,GTX PLUS 1.0 IMT,49943.0,Petrol,Manual,KA-03,922100.0,bhoruka tech park,560066.0,2.0,White,4.0
Mass Market,S1 Owned,Yes,Bangalore,Ford,FREESTYLE,TITANIUM 1.2 PETROL,69447.0,Petrol,Manual,KA-02,501247.0,gt world mall,560023.0,1.0,Grey,7.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,i20,SPORTZ 1.2,91287.0,Petrol,Manual,KA-53,350900.0,nexus whitefield,560066.0,2.0,Blue,12.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,S PRESSO,VXI PLUS AMT,28731.0,Petrol,Automatic,KA-02,362600.0,bhoruka tech park,560066.0,1.0,Silver,6.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,XL6,ALPHA MT,58554.0,Petrol,Manual,KA-01,995428.0,gt world mall,560023.0,1.0,Grey,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,XL6,ZETA MT,91523.0,Petrol,Manual,KA-54,867645.0,bellahalli,560064.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Grand i10,SPORTZ AT 1.2 KAPPA VTVT,75396.0,Petrol,Automatic,KA-04,318500.0,bellahalli,560064.0,2.0,Red,12.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Xcent,S 1.2,36994.0,Petrol,Manual,KA-05,366000.0,bhoruka tech park,560066.0,3.0,Red,8.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,GTX PLUS 1.5 AT,56351.0,Diesel,Automatic,KA-05,1049000.0,koramangala,560034.0,2.0,Red,3.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Zest,XT PETROL,70204.0,CNG,Manual,KA-03,282300.0,bhoruka tech park,560066.0,2.0,Grey,12.0
Mass Market,S1 Owned,Yes,Bangalore,Tata,Harrier,XZA PLUS 2.0L KAZIRANGA,77568.0,Diesel,Automatic,KA-03,1499000.0,nexus whitefield,560066.0,1.0,Beige,4.0
Mass Market,S1 Owned,Yes,Bangalore,Maruti Suzuki,Grand Vitara,ALPHA PLUS HYBRID ECVT,71000.0,Hybrid,Automatic,KA-01,1460300.0,bhoruka tech park,560066.0,1.0,White,3.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,NEW SANTRO,SPORTZ EXECUTIVE MT CNG,63334.0,CNG,Manual,KA-05,451269.0,bellahalli,560064.0,1.0,Silver,4.0
Mass Market,S1 Owned,Yes,Bangalore,Kia,SONET,GTX PLUS 1.5 AT,76408.0,Diesel,Automatic,KA-51,899000.0,bellahalli,560064.0,1.0,White,5.0
Mass Market,S1 Owned,Yes,Bangalore,Honda,Amaze,1.2L I-VTEC VX,80408.0,Petrol,Manual,KA-03,399987.0,yeswanthpur,560022.0,2.0,Silver,11.0
Mass Market,S1 Owned,Yes,Bangalore,Hyundai,Xcent,S (O) 1.2,52138.0,Petrol,Manual,KA-03,303982.0,nexus whitefield,560066.0,3.0,Red,12.0
