city,year,make,model,trim,odometer,fuel,trans,rto,price,segment,seller type,locality,pincode,age
Bangalore,2024.0,Renault,Triber,RXT,25566.0,Petrol,Manual,KA-06,640000.0,Mass Market,S3,rajajinagar,560010.0,2.0
Bangalore,2023.0,Renault,Kiger,RXT,32749.0,Petrol,Automatic,KA-19,645000.0,Mass Market,S3,whitefield,560066.0,3.0
Bangalore,2021.0,Hyundai,Venue,Turbo,41345.0,Petrol,Automatic,KA-03,665000.0,Mass Market,S3,yelahanka,560064.0,5.0
Bangalore,2020.0,Hyundai,Grand i10 Nios,Sportz 1.2,37460.0,Petrol,Manual,KA-53,675000.0,Mass Market,S3,koramangala,560034.0,6.0
Bangalore,2023.0,Renault,Kiger,RXZ,21334.0,Petrol,Manual,KA-04,685000.0,Mass Market,S3,whitefield,560066.0,3.0
Bangalore,2023.0,Renault,Kiger,RXZ,40120.0,Petrol,Manual,KA-04,690000.0,Mass Market,S3,rajajinagar,560010.0,3.0
Bangalore,2022.0,Renault,Kiger,RXZ,33000.0,Petrol,Manual,KA-51,690000.0,Mass Market,S3,whitefield,560066.0,4.0
Bangalore,2018.0,Ford,EcoSport,Titanium+ Petrol,51966.0,Petrol,Manual,KA-03,700000.0,Mass Market,S3,whitefield,560066.0,8.0
Bangalore,2021.0,Hyundai,i20,Sportz,32791.0,Petrol,Manual,KA-03,700000.0,Mass Market,S3,whitefield,560066.0,5.0
Bangalore,2024.0,Renault,Kiger,RXZ,18913.0,Petrol,Manual,KA-04,702000.0,Mass Market,S3,yelahanka,560064.0,2.0
Bangalore,2023.0,Renault,Kiger,RXZ,11544.0,Petrol,Automatic,KA-04,703000.0,Mass Market,S3,whitefield,560066.0,3.0
Bangalore,2024.0,Renault,Kiger,RXZ,12608.0,Petrol,Manual,KA-04,704000.0,Mass Market,S3,whitefield,560066.0,2.0
Bangalore,2023.0,Renault,Triber,RXZ,11098.0,Petrol,Automatic,KA-04,710000.0,Mass Market,S3,whitefield,560066.0,3.0
Bangalore,2023.0,Renault,Kiger,RXT,36199.0,Petrol,Automatic,KA-06,715000.0,Mass Market,S3,whitefield,560066.0,3.0
Bangalore,2024.0,Renault,Triber,RXT,61394.0,Petrol,Manual,KA-53,720000.0,Mass Market,S3,whitefield,560066.0,2.0
Bangalore,2023.0,Hyundai,i20,Sportz,22861.0,Petrol,Manual,KA-03,720000.0,Mass Market,S3,rajajinagar,560010.0,3.0
Bangalore,2019.0,Hyundai,Elite i20,Asta,42011.0,Petrol,Automatic,KA-53,720000.0,Mass Market,S3,rajajinagar,560010.0,7.0
Bangalore,2024.0,Hyundai,Grand i10 Nios,Asta 1.2,8932.0,Petrol,Manual,KA-05,725000.0,Mass Market,S3,koramangala,560034.0,2.0
Bangalore,2018.0,Hyundai,Verna,SX,52840.0,Petrol,Manual,KA-51,725000.0,Mass Market,S3,koramangala,560034.0,8.0
Bangalore,2023.0,Hyundai,Venue,S MT,55054.0,Petrol,Manual,KA-04,745000.0,Mass Market,S3,rajajinagar,560010.0,3.0
Bangalore,2024.0,Renault,Triber,RXZ,7295.0,Petrol,Manual,KA-04,745000.0,Mass Market,S3,whitefield,560066.0,2.0
Bangalore,2024.0,Renault,Triber,RXZ,12160.0,Petrol,Manual,KA-05,750000.0,Mass Market,S3,whitefield,560066.0,2.0
Bangalore,2019.0,Hyundai,Verna,SX,44842.0,Petrol,Manual,KA-52,750000.0,Mass Market,S3,yeshwanthpur,560022.0,7.0
Bangalore,2020.0,Maruti Suzuki,Brezza,VXi,59173.0,Petrol,Manual,KA-01,750000.0,Mass Market,S3,whitefield,560066.0,6.0
Bangalore,2023.0,Renault,Triber,RXZ,11702.0,Petrol,Automatic,KA-04,765000.0,Mass Market,S3,rajajinagar,560010.0,3.0
Bangalore,2024.0,Renault,Triber,RXZ,36975.0,Petrol,Manual,KA-04,770000.0,Mass Market,S3,rajajinagar,560010.0,2.0
Bangalore,2019.0,Hyundai,Verna,VTVT SX 1.6,88319.0,Petrol,Manual,KA-02,775000.0,Mass Market,S3,yeshwanthpur,560022.0,7.0
Bangalore,2020.0,Hyundai,Venue,Turbo,36003.0,Petrol,Automatic,KA-51,775000.0,Mass Market,S3,koramangala,560034.0,6.0
Bangalore,2023.0,Renault,Kiger,RXZ,16479.0,Petrol,Automatic,KA-04,775000.0,Mass Market,S3,whitefield,560066.0,3.0
Bangalore,2018.0,Hyundai,Creta,VTVT 1.6,40088.0,Petrol,Manual,KA-03,775000.0,Mass Market,S3,yeshwanthpur,560022.0,8.0
Bangalore,2018.0,Hyundai,Verna,Ex,51990.0,Petrol,Automatic,KA-51,815000.0,Mass Market,S3,yelahanka,560064.0,8.0
Bangalore,2022.0,Hyundai,i20,Asta,41400.0,Petrol,Manual,KA-01,820000.0,Mass Market,S3,koramangala,560034.0,4.0
Bangalore,2018.0,Hyundai,Creta,VTVT 1.6,72006.0,Petrol,Automatic,KA-53,845000.0,Mass Market,S3,whitefield,560066.0,8.0
Bangalore,2017.0,Hyundai,Creta,SX,78692.0,Petrol,Automatic,KA-53,875000.0,Mass Market,S3,whitefield,560066.0,9.0
Bangalore,2024.0,Hyundai,i20,Sportz,11564.0,Petrol,Automatic,KA-05,885000.0,Mass Market,S3,whitefield,560066.0,2.0
Bangalore,2024.0,Renault,Kiger,RXZ,18606.0,Petrol,Automatic,KA-04,890000.0,Mass Market,S3,yelahanka,560064.0,2.0
Bangalore,2019.0,Hyundai,Creta,E 1.6 VTVT,49377.0,Petrol,Manual,KA-04,925000.0,Mass Market,S3,yeshwanthpur,560022.0,7.0
Bangalore,2022.0,Skoda,Kushaq,Ambition,26236.0,Petrol,Manual,KA-03,955000.0,Mass Market,S3,koramangala,560034.0,4.0
Bangalore,2022.0,Maruti Suzuki,Brezza,ZXI,13089.0,Hybrid,Manual,KA-03,1000000.0,Mass Market,S3,whitefield,560066.0,4.0
Bangalore,2022.0,Maruti Suzuki,Ertiga,Smart Hybrid 1.5 Petrol,30696.0,Petrol,Automatic,KA-03,1050000.0,Mass Market,S3,whitefield,560066.0,4.0
Bangalore,2022.0,Volkswagen,Taigun,Topline 1.0 TSI AT,25487.0,Petrol,Automatic,KA-03,1180000.0,Mass Market,S3,yeshwanthpur,560022.0,4.0
Bangalore,2019.0,Hyundai,Tucson,1.6 VTVT S AT,35621.0,Petrol,Automatic,KA-01,1480000.0,Mass Market,S3,yeshwanthpur,560022.0,7.0
Bangalore,2019.0,Hyundai,Tucson,GL,62910.0,Petrol,Automatic,KA-04,1499000.0,Mass Market,S3,koramangala,560034.0,7.0
Bangalore,2023.0,Hyundai,Ioniq,5,30317.0,Electric,Automatic,KA-04,3100000.0,Mass Market,S3,rajajinagar,560010.0,3.0
Bangalore,2012.0,Maruti Suzuki,Wagon R,Duo Lxi,125326.0,Petrol,Manual,AP-10,240000.0,Mass Market,S4,channasandra village tv,560098.0,14.0
Bangalore,2017.0,Maruti Suzuki,Dzire,Zxi+ Amt,45614.0,Petrol,Automatic,KA-03,650000.0,Mass Market,S4,yeshwantpura,560022.0,9.0
Bangalore,2011.0,Maruti Suzuki,Swift,Ldi,99445.0,Diesel,Manual,KA-01,350000.0,Mass Market,S4,bannerghatta road,560076.0,15.0
Bangalore,2017.0,Maruti Suzuki,Baleno,ZETA,68782.0,Petrol,Manual,KA-02,615000.0,Mass Market,S4,bannerghatta road,560076.0,9.0
Bangalore,2017.0,Maruti Suzuki,Ciaz,ALPHA,45043.0,Petrol,Manual,KA-03,625000.0,Mass Market,S4,tv,560077.0,9.0
Bangalore,2012.0,Maruti Suzuki,Alto,LXI,21413.0,Petrol,Manual,KA-51,205000.0,Mass Market,S4,west of chord road,560010.0,14.0
Bangalore,2010.0,Maruti Suzuki,Eeco,5-str,158961.0,Petrol,Manual,KA-01,225000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,16.0
Bangalore,2012.0,Maruti Suzuki,Alto,LXI,73528.0,Petrol,Manual,KA-41,215000.0,Mass Market,S4,nagasandra,560073.0,14.0
Bangalore,2020.0,Maruti Suzuki,Swift,LXI,48738.0,Petrol,Manual,KA-07,535000.0,Mass Market,S4,west of chord road,560010.0,6.0
Bangalore,2019.0,Maruti Suzuki,Baleno,ZETA,36401.0,Petrol,Manual,KA-02,615000.0,Mass Market,S4,magadi road tv,560091.0,7.0
Bangalore,2017.0,Maruti Suzuki,Brezza,Zdi,59140.0,Diesel,Manual,KA-02,880000.0,Mass Market,S4,gorguntepalya tv,560022.0,9.0
Bangalore,2017.0,Maruti Suzuki,Ciaz,ZETA,91279.0,Diesel,Manual,KA-05,580000.0,Mass Market,S4,sriranga nagar,560039.0,9.0
Bangalore,2023.0,Maruti Suzuki,Celerio,Zxi,47360.0,Petrol,Manual,KA-07,565000.0,Mass Market,S4,west of chord road,560010.0,3.0
Bangalore,2010.0,Maruti Suzuki,Alto,LXI,49581.0,Petrol,Manual,KA-50,195000.0,Mass Market,S4,nagasandra,560073.0,16.0
Bangalore,2022.0,Maruti Suzuki,Alto 800,LXI,27642.0,Petrol,Manual,KA-53,375000.0,Mass Market,S4,old madras road,560016.0,4.0
Bangalore,2003.0,Maruti Suzuki,Esteem,Vx,96052.0,Petrol,Manual,KA-03,80000.0,Mass Market,S4,kundalahalli,560037.0,23.0
Bangalore,2016.0,Maruti Suzuki,Celerio,VDI,225925.0,Diesel,Manual,KA-03,150000.0,Mass Market,S4,tv,560077.0,10.0
Bangalore,2018.0,Maruti Suzuki,Wagon R,Vxi+,90709.0,Petrol,Manual,KA-04,375000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,8.0
Bangalore,2013.0,Maruti Suzuki,Wagon R,VXI,88952.0,Petrol,Manual,KA-02,300000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,13.0
Bangalore,2012.0,Maruti Suzuki,Ertiga,Zxi,46335.0,Petrol,Manual,KA-03,450000.0,Mass Market,S4,sriranga nagar,560039.0,14.0
Bangalore,2021.0,Maruti Suzuki,Celerio,Zxi Amt,23105.0,Petrol,Automatic,KA-04,525000.0,Mass Market,S4,yeshwantpura,560022.0,5.0
Bangalore,2016.0,Maruti Suzuki,Alto K10,VXI,30004.0,Petrol,Manual,KA-02,350000.0,Mass Market,S4,yeshwantpura,560022.0,10.0
Bangalore,2020.0,Maruti Suzuki,Swift,Vxi Amt,43006.0,Petrol,Automatic,KA-03,600000.0,Mass Market,S4,kundalahalli,560037.0,6.0
Bangalore,2020.0,Maruti Suzuki,Celerio,VXI,36034.0,Petrol,Manual,KA-04,446000.0,Mass Market,S4,marathahalli,560037.0,6.0
Bangalore,2011.0,Maruti Suzuki,Ritz,VXI,75955.0,Petrol,Manual,KA-41,295000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,15.0
Bangalore,2019.0,Maruti Suzuki,Ertiga,VXI,49220.0,Petrol,Manual,KA-50,960000.0,Mass Market,S4,gorguntepalya tv,560022.0,7.0
Bangalore,2013.0,Maruti Suzuki,Swift,VXI,65521.0,Petrol,Manual,KA-05,440000.0,Mass Market,S4,bannerghatta road,560076.0,13.0
Bangalore,2021.0,Maruti Suzuki,Brezza,Zxi+,52933.0,Petrol,Manual,KA-01,925000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,5.0
Bangalore,2018.0,Maruti Suzuki,Celerio,Zxi Amt,106227.0,Petrol,Automatic,KA-02,450000.0,Mass Market,S4,gorguntepalya tv,560022.0,8.0
Bangalore,2018.0,Maruti Suzuki,Alto K10,Vxi Amt,19674.0,Petrol,Automatic,KA-03,415000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,8.0
Bangalore,2018.0,Maruti Suzuki,Celerio,Vxi Amt,67497.0,Petrol,Automatic,KA-03,421000.0,Mass Market,S4,marathahalli,560037.0,8.0
Bangalore,2013.0,Maruti Suzuki,Ertiga,Zdi,104795.0,Diesel,Manual,KA-01,495000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,13.0
Bangalore,2016.0,Maruti Suzuki,Wagon R,VXI,112810.0,Petrol,Automatic,KA-51,325000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,10.0
Bangalore,2011.0,Maruti Suzuki,Wagon R,VXI,101235.0,Petrol,Manual,KA-53,265000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,15.0
Bangalore,2021.0,Maruti Suzuki,Brezza,VXI,89115.0,Petrol,Manual,KA-02,850000.0,Mass Market,S4,yeshwantpura,560022.0,5.0
Bangalore,2018.0,Maruti Suzuki,Baleno,DELTA,43251.0,Petrol,Manual,KA-05,480000.0,Mass Market,S4,channasandra village tv,560098.0,8.0
Bangalore,2012.0,Maruti Suzuki,Alto 800,LXI,54977.0,Petrol,Manual,KA-02,260000.0,Mass Market,S4,gorguntepalya tv,560022.0,14.0
Bangalore,2015.0,Maruti Suzuki,Alto K10,VXI,41230.0,Petrol,Manual,KA-51,295000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,11.0
Bangalore,2011.0,Maruti Suzuki,Alto K10,VXI,110271.0,Petrol,Manual,KA-18,170000.0,Mass Market,S4,old madras road,560016.0,15.0
Bangalore,2022.0,Maruti Suzuki,Eeco,Cargo Cng,4466.0,Petrol,Manual,KA-05,585000.0,Mass Market,S4,yeshwantpura,560022.0,4.0
Bangalore,2016.0,Maruti Suzuki,S-Cross,ALPHA,123485.0,Diesel,Manual,KA-51,490000.0,Mass Market,S4,sriranga nagar,560039.0,10.0
Bangalore,2018.0,Maruti Suzuki,Dzire,Tour S,100000.0,Diesel,Manual,KA-13,350000.0,Mass Market,S4,tv,560077.0,8.0
Bangalore,2020.0,Maruti Suzuki,Wagon R,VXI,52558.0,Petrol,Manual,KA-06,490000.0,Mass Market,S4,gorguntepalya tv,560022.0,6.0
Bangalore,2010.0,Maruti Suzuki,Dzire,VXI,93813.0,Petrol,Manual,KA-04,280000.0,Mass Market,S4,gorguntepalya tv,560022.0,16.0
Bangalore,2008.0,Maruti Suzuki,Swift,VXI,100661.0,Petrol,Manual,KA-04,175000.0,Mass Market,S4,magadi road tv,560091.0,18.0
Bangalore,2020.0,Maruti Suzuki,Ertiga,Vxi Cng,11399.0,CNG,Manual,KA-04,1040000.0,Mass Market,S4,yeshwantpura,560022.0,6.0
Bangalore,2017.0,Maruti Suzuki,Brezza,Zdi+,101045.0,Diesel,Manual,KA-43,700000.0,Mass Market,S4,sriranga nagar,560039.0,9.0
Bangalore,2018.0,Maruti Suzuki,Swift,VXI,53921.0,Petrol,Manual,KA-04,550000.0,Mass Market,S4,singasandra,560068.0,8.0
Bangalore,2016.0,Maruti Suzuki,Baleno,DELTA,45562.0,Petrol,Manual,KA-03,546000.0,Mass Market,S4,marathahalli,560037.0,10.0
Bangalore,2009.0,Maruti Suzuki,Dzire,VXI,195883.0,Petrol,Manual,KA-50,275000.0,Mass Market,S4,yeshwantpura,560022.0,17.0
Bangalore,2022.0,Maruti Suzuki,Wagon R,LXI CNG,65392.0,Petrol,Manual,KA-53,495000.0,Mass Market,S4,old madras road,560016.0,4.0
Bangalore,2020.0,Maruti Suzuki,Brezza,Zxi,133857.0,Petrol,Manual,KA-02,700000.0,Mass Market,S4,yeshwantpura,560022.0,6.0
Bangalore,2017.0,Maruti Suzuki,Dzire,Tour S,305412.0,Diesel,Manual,KA-05,330000.0,Mass Market,S4,old madras road,560016.0,9.0
Bangalore,2016.0,Maruti Suzuki,Ciaz,Automatic Zxi,97989.0,Petrol,Automatic,KA-41,575000.0,Mass Market,S4,gorguntepalya tv,560022.0,10.0
Bangalore,2015.0,Maruti Suzuki,Swift,VXI,96311.0,Petrol,Manual,KA-04,425000.0,Mass Market,S4,nagasandra,560073.0,11.0
Bangalore,2018.0,Maruti Suzuki,Ciaz,ZETA,62665.0,Petrol,Manual,KA-02,700000.0,Mass Market,S4,gorguntepalya tv,560022.0,8.0
Bangalore,2013.0,Maruti Suzuki,Swift,VXI,64812.0,Petrol,Manual,KA-03,465000.0,Mass Market,S4,dasarahalli tv,560057.0,13.0
Bangalore,2016.0,Maruti Suzuki,Alto 800,LXI,222888.0,Petrol,Manual,KA-51,195000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,10.0
Bangalore,2022.0,Maruti Suzuki,Swift,Zxi Ags,39748.0,Petrol,Automatic,KA-03,736000.0,Mass Market,S4,marathahalli,560037.0,4.0
Bangalore,2017.0,Maruti Suzuki,Dzire,Vdi Amt,93278.0,Diesel,Automatic,KA-51,550000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,9.0
Bangalore,2020.0,Maruti Suzuki,Ignis,ALPHA,62743.0,Petrol,Manual,KA-04,576000.0,Mass Market,S4,marathahalli,560037.0,6.0
Bangalore,2011.0,Maruti Suzuki,Dzire,Zdi Amt,142604.0,Diesel,Automatic,KA-05,325000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,15.0
Bangalore,2024.0,Maruti Suzuki,Wagon R,VXI,99281.0,Petrol,Manual,KA-50,415000.0,Mass Market,S4,krishnan road tv,560065.0,2.0
Bangalore,2015.0,Maruti Suzuki,Celerio,Zxi Amt,70756.0,Petrol,Automatic,KA-01,420000.0,Mass Market,S4,yeshwantpura,560022.0,11.0
Bangalore,2013.0,Maruti Suzuki,Dzire,VXI,145000.0,Petrol,Manual,KA-05,400000.0,Mass Market,S4,marathahalli,560037.0,13.0
Bangalore,2018.0,Maruti Suzuki,Alto K10,VXI,72899.0,Petrol,Manual,KA-05,345000.0,Mass Market,S4,channasandra village tv,560098.0,8.0
Bangalore,2018.0,Maruti Suzuki,Celerio,Zxi,39037.0,Petrol,Manual,KA-02,450000.0,Mass Market,S4,sriranga nagar,560039.0,8.0
Bangalore,2017.0,Maruti Suzuki,Swift,Zdi,105212.0,Diesel,Manual,KA-41,485000.0,Mass Market,S4,channasandra village tv,560098.0,9.0
Bangalore,2006.0,Maruti Suzuki,Wagon R,Lxi Lpg,126891.0,Petrol,Manual,KA-01,150000.0,Mass Market,S4,rishabhavathi nagar tv,560079.0,20.0
Bangalore,2024.0,Maruti Suzuki,Brezza,LXI,35623.0,Petrol,Manual,KA-51,825000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,2.0
Bangalore,2011.0,Maruti Suzuki,Swift,VDI,190630.0,Diesel,Manual,KA-09,175000.0,Mass Market,S4,west of chord road,560010.0,15.0
Bangalore,2017.0,Maruti Suzuki,Swift,LXI,113730.0,Petrol,Manual,KA-01,435000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,9.0
Bangalore,2022.0,Maruti Suzuki,Baleno,ZETA,48734.0,Petrol,Manual,KA-50,745000.0,Mass Market,S4,singasandra,560068.0,4.0
Bangalore,2020.0,Maruti Suzuki,Swift,VXI,132534.0,Petrol,Manual,KA-67,535000.0,Mass Market,S4,singasandra,560068.0,6.0
Bangalore,2022.0,Maruti Suzuki,Wagon R,Zxi+,40207.0,Petrol,Manual,KA-51,546000.0,Mass Market,S4,marathahalli,560037.0,4.0
Bangalore,2014.0,Maruti Suzuki,Alto 800,LXI,64880.0,Petrol,Manual,KA-52,250000.0,Mass Market,S4,yeshwantpura,560022.0,12.0
Bangalore,2014.0,Maruti Suzuki,Swift,VDI,69286.0,Diesel,Manual,KA-05,495000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,12.0
Bangalore,2023.0,Maruti Suzuki,Ertiga,Zxi 6at,72483.0,Petrol,Automatic,KA-52,1085000.0,Mass Market,S4,singasandra,560068.0,3.0
Bangalore,2016.0,Maruti Suzuki,Celerio,VXI,82913.0,Petrol,Manual,KA-03,350000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,10.0
Bangalore,2019.0,Maruti Suzuki,Baleno,DELTA,40897.0,Petrol,Manual,KA-03,560000.0,Mass Market,S4,singasandra,560068.0,7.0
Bangalore,2020.0,Maruti Suzuki,Brezza,VXI,12094.0,Petrol,Manual,KA-16,670000.0,Mass Market,S4,kundalahalli,560037.0,6.0
Bangalore,2018.0,Maruti Suzuki,Dzire,VXI,66594.0,Petrol,Manual,KA-51,491000.0,Mass Market,S4,marathahalli,560037.0,8.0
Bangalore,2016.0,Maruti Suzuki,Alto K10,VXI,42526.0,Petrol,Manual,KA-05,325000.0,Mass Market,S4,jp nagar,560078.0,10.0
Bangalore,2016.0,Maruti Suzuki,Brezza,VDI,110032.0,Diesel,Manual,KA-56,650000.0,Mass Market,S4,jp nagar,560078.0,10.0
Bangalore,2016.0,Maruti Suzuki,Alto K10,VXI,75075.0,Petrol,Manual,KA-04,325000.0,Mass Market,S4,yeshwantpura,560022.0,10.0
Bangalore,2012.0,Maruti Suzuki,Wagon R,VXI,66042.0,Petrol,Manual,KA-05,350000.0,Mass Market,S4,17th cross road,560076.0,14.0
Bangalore,2018.0,Maruti Suzuki,Brezza,Zdi,129386.0,Diesel,Manual,KA-02,750000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,8.0
Bangalore,2007.0,Maruti Suzuki,Zen,VXI,114795.0,Petrol,Manual,KA-01,82000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,19.0
Bangalore,2006.0,Maruti Suzuki,Omni,5-str,96289.0,Petrol,Manual,KA-51,150000.0,Mass Market,S4,yeshwantpura,560022.0,20.0
Bangalore,2018.0,Maruti Suzuki,Ciaz,ALPHA,55915.0,Petrol,Manual,KA-53,650000.0,Mass Market,S4,magadi road tv,560091.0,8.0
Bangalore,2015.0,Maruti Suzuki,Celerio,Zxi Amt,56999.0,Petrol,Manual,KA-03,376000.0,Mass Market,S4,marathahalli,560037.0,11.0
Bangalore,2023.0,Maruti Suzuki,Fronx,DELTA,41925.0,Petrol,Manual,KA-03,726000.0,Mass Market,S4,marathahalli,560037.0,3.0
Bangalore,2017.0,Maruti Suzuki,Brezza,Ldi,108587.0,Diesel,Manual,KA-04,575000.0,Mass Market,S4,nagasandra,560073.0,9.0
Bangalore,2016.0,Maruti Suzuki,Alto K10,Vxi Amt,96846.0,Petrol,Automatic,KA-51,270000.0,Mass Market,S4,domlur tv,560071.0,10.0
Bangalore,2016.0,Maruti Suzuki,Baleno,ZETA,41045.0,Petrol,Manual,KA-03,475000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,10.0
Bangalore,2013.0,Maruti Suzuki,Dzire,VXI,42201.0,Petrol,Manual,KA-51,395000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,13.0
Bangalore,2021.0,Maruti Suzuki,S-Cross,Zeta Automatic,36285.0,Petrol,Automatic,KA-05,856000.0,Mass Market,S4,marathahalli,560037.0,5.0
Bangalore,2015.0,Maruti Suzuki,Celerio,Vxi Amt,46357.0,Petrol,Automatic,KA-09,425000.0,Mass Market,S4,17th cross road,560076.0,11.0
Bangalore,2022.0,Maruti Suzuki,Dzire,Tour S Std Cng,254284.0,CNG,Manual,KA-05,350000.0,Mass Market,S4,kundalahalli,560037.0,4.0
Bangalore,2020.0,Maruti Suzuki,Alto 800,VXI,40385.0,Petrol,Manual,KA-03,195000.0,Mass Market,S4,magadi road tv,560091.0,6.0
Bangalore,2016.0,Maruti Suzuki,Baleno,DELTA,44506.0,Petrol,Manual,KA-03,485000.0,Mass Market,S4,dasarahalli tv,560057.0,10.0
Bangalore,2018.0,Maruti Suzuki,S-Cross,ZETA,148105.0,Diesel,Manual,KA-51,675000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,8.0
Bangalore,2013.0,Maruti Suzuki,Swift,VDI,86765.0,Diesel,Manual,KA-03,395000.0,Mass Market,S4,west of chord road,560010.0,13.0
Bangalore,2014.0,Maruti Suzuki,Swift,VDI,82179.0,Petrol,Manual,KA-50,510000.0,Mass Market,S4,yeshwantpura,560022.0,12.0
Bangalore,2023.0,Maruti Suzuki,Alto K10,Vxi Ags,25125.0,Petrol,Automatic,KA-01,365000.0,Mass Market,S4,sriranga nagar,560039.0,3.0
Bangalore,2013.0,Maruti Suzuki,Dzire,VXI,113818.0,Petrol,Manual,KA-01,395000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,13.0
Bangalore,2015.0,Maruti Suzuki,Alto K10,Vxi Amt,64910.0,Petrol,Automatic,KA-02,250000.0,Mass Market,S4,17th cross road,560076.0,11.0
Bangalore,2023.0,Maruti Suzuki,Brezza,LXI,54371.0,Petrol,Manual,KA-05,750000.0,Mass Market,S4,sriranga nagar,560039.0,3.0
Bangalore,2022.0,Maruti Suzuki,Swift,Vxi Ags,31354.0,Petrol,Automatic,KA-53,711000.0,Mass Market,S4,marathahalli,560037.0,4.0
Bangalore,2023.0,Maruti Suzuki,Fronx,Delta Ags,41614.0,Petrol,Automatic,KA-02,850000.0,Mass Market,S4,singasandra,560068.0,3.0
Bangalore,2011.0,Maruti Suzuki,Zen,LXI,87251.0,Petrol,Manual,KA-09,150000.0,Mass Market,S4,sriranga nagar,560039.0,15.0
Bangalore,2022.0,Maruti Suzuki,Alto K10,Vxi+,56934.0,Petrol,Manual,KA-50,425000.0,Mass Market,S4,singasandra,560068.0,4.0
Bangalore,2022.0,Maruti Suzuki,Grand Vitara,ZETA,56051.0,Petrol,Manual,KA-51,1250000.0,Mass Market,S4,singasandra,560068.0,4.0
Bangalore,2013.0,Maruti Suzuki,Alto K10,VXI,88770.0,Petrol,Manual,KA-04,185000.0,Mass Market,S4,begur,560068.0,13.0
Bangalore,2012.0,Maruti Suzuki,Alto 800,LXI,225012.0,Petrol,Manual,KA-43,200000.0,Mass Market,S4,yeshwantpura,560022.0,14.0
Bangalore,2018.0,Maruti Suzuki,Ertiga,VXI,111750.0,Petrol,Manual,KA-04,625000.0,Mass Market,S4,rishabhavathi nagar tv,560079.0,8.0
Bangalore,2022.0,Maruti Suzuki,Eeco,5-str,78899.0,Petrol,Manual,KA-41,440000.0,Mass Market,S4,magadi road tv,560091.0,4.0
Bangalore,2011.0,Maruti Suzuki,Dzire,VDI,155800.0,Diesel,Manual,KA-53,110000.0,Mass Market,S4,magadi road tv,560091.0,15.0
Bangalore,2015.0,Maruti Suzuki,Swift,VXI,70091.0,Petrol,Manual,KA-04,475000.0,Mass Market,S4,muthasandra hosur main road tv,560099.0,11.0
Bangalore,2020.0,Maruti Suzuki,Alto 800,VXI,57077.0,Petrol,Manual,KA-42,365000.0,Mass Market,S4,channasandra village tv,560098.0,6.0
Bangalore,2021.0,Maruti Suzuki,Ertiga,Vxi 4at,62638.0,Petrol,Automatic,KA-03,800000.0,Mass Market,S4,kundalahalli,560037.0,5.0
Bangalore,2018.0,Maruti Suzuki,Baleno,ALPHA,45989.0,Petrol,Manual,KA-53,600000.0,Mass Market,S4,marathahalli,560037.0,8.0
Bangalore,2021.0,Maruti Suzuki,Brezza,Zxi+,80966.0,Petrol,Manual,KA-04,875000.0,Mass Market,S4,yeshwantpura,560022.0,5.0
Bangalore,2011.0,Maruti Suzuki,Alto,LXI,43246.0,Petrol,Manual,KA-05,225000.0,Mass Market,S4,jp nagar,560078.0,15.0
Bangalore,2022.0,Maruti Suzuki,Swift,VXI,55288.0,Petrol,Manual,KA-53,650000.0,Mass Market,S4,marathahalli,560037.0,4.0
Bangalore,2018.0,Maruti Suzuki,Wagon R,Vxi Amt,47786.0,Petrol,Automatic,KA-02,430000.0,Mass Market,S4,yeshwantpura,560022.0,8.0
Bangalore,2016.0,Maruti Suzuki,Alto 800,VXI,79745.0,Petrol,Manual,KA-03,315000.0,Mass Market,S4,krishnan road tv,560065.0,10.0
Bangalore,2009.0,Maruti Suzuki,Alto,STD,53463.0,Petrol,Manual,KA-01,150000.0,Mass Market,S4,west of chord road,560010.0,17.0
Bangalore,2018.0,Maruti Suzuki,Wagon R,VXI,43620.0,Petrol,Manual,KA-03,415000.0,Mass Market,S4,krishnan road tv,560065.0,8.0
