brand,model,variant,color,segment_class,fuel_type,transmission,vehicle_age,odometer_reading,km_per_year,owner_count,brand_tier,age_km_interaction,ownership_trust_score,vehicle_health_score,is_high_mileage,seller_type,inspected,selling_price,year
hyundai,i10,sportz 1.2,unknown,mid,petrol,manual,14,77436.0,5531.1,1,2,1084104.0,100,50.3,0,dealer,0,225000.0,2012
mercedes-benz,c class,c 200 cgi elegance,unknown,luxury,petrol,automatic,16,93380.0,5836.2,1,4,1494080.0,100,42.7,0,dealer,0,362000.0,2010
hyundai,i10,sportz 1.2,unknown,mid,petrol,manual,15,38024.0,2534.9,1,2,570360.0,100,51.2,0,dealer,0,160000.0,2011
tata,tiago,xt petrol,unknown,economy,petrol,manual,8,80210.0,10026.2,1,1,641680.0,100,68.0,0,dealer,0,335000.0,2018
hyundai,eon,era +,unknown,mid,petrol,manual,9,48625.0,5402.8,1,2,437625.0,100,68.1,0,dealer,0,260000.0,2017
maruti suzuki,swift dzire,vxi,unknown,economy,petrol,manual,12,85897.0,7158.1,1,1,1030764.0,100,55.4,0,dealer,0,255000.0,2014
ford,fiesta,exi 1.4 petrol,unknown,mid,petrol,manual,20,78573.0,3928.6,1,2,1571460.0,100,32.1,0,dealer,0,95787.0,2006
chevrolet,beat,ls diesel,unknown,economy,diesel,manual,14,119547.0,8539.1,1,1,1673658.0,100,46.0,0,dealer,0,122500.0,2012
renault,kwid,climber 1.0 amt (o),unknown,economy,petrol,automatic,7,28243.0,4034.7,1,1,197701.0,100,76.2,0,dealer,0,331000.0,2019
ford,ecosport,titanium 1.5l sports(sunroof) diesel,unknown,mid,diesel,manual,7,66596.0,9513.7,1,2,466172.0,100,72.3,0,dealer,0,795000.0,2019
maruti suzuki,omni,5 str,unknown,economy,petrol,manual,23,61997.0,2695.5,1,1,1425931.0,100,24.8,0,dealer,0,98697.0,2003
volkswagen,jetta,comfortline tsi,unknown,mid,petrol,manual,14,132240.0,9445.7,1,2,1851360.0,100,44.8,0,dealer,0,181583.0,2012
hyundai,i20 active,1.4 sx,unknown,mid,diesel,manual,11,92521.0,8411.0,1,2,1017731.0,100,57.7,0,dealer,0,505000.0,2015
toyota,glanza,v,unknown,premium,petrol,manual,5,57904.0,11580.8,1,3,289520.0,100,79.2,0,dealer,0,638000.0,2021
hyundai,sonata,2.4 gdi mt,unknown,mid,petrol,manual,14,88244.0,6303.1,1,2,1235416.0,100,49.2,0,dealer,0,405000.0,2012
renault,triber,rxz amt,unknown,economy,petrol,automatic,5,36835.0,7367.0,1,1,184175.0,100,81.3,0,dealer,0,650000.0,2021
skoda,fabia,ambition plus 1.2 mpi,unknown,mid,petrol,manual,15,97395.0,6493.0,1,2,1460925.0,100,45.3,0,dealer,0,124500.0,2011
tata,hexa,xe 4x2 7 str,unknown,economy,diesel,manual,8,170542.0,21317.8,1,1,1364336.0,100,58.9,1,dealer,0,565558.0,2018
tata,punch,pure mt,unknown,economy,petrol,manual,2,21801.0,10900.5,1,1,43602.0,100,91.8,0,dealer,0,662000.0,2024
maruti suzuki,ertiga,zdi+ 1.3,unknown,economy,diesel,manual,7,173050.0,24721.4,1,1,1211350.0,100,61.7,1,dealer,0,1025000.0,2019
nissan,sunny,xv petrol,unknown,mid,petrol,manual,13,87737.0,6749.0,1,2,1140581.0,100,52.2,0,dealer,0,313000.0,2013
tata,altroz,xma plus (s) dct,unknown,economy,petrol,automatic,3,55734.0,18578.0,1,1,167202.0,100,85.4,1,dealer,0,630000.0,2023
chevrolet,cruze,ltz,unknown,economy,diesel,manual,17,77063.0,4533.1,1,1,1310071.0,100,41.3,0,dealer,0,250000.0,2009
maruti suzuki,swift dzire,vdi,unknown,economy,diesel,manual,14,147081.0,10505.8,1,1,2059134.0,100,43.3,0,dealer,0,287000.0,2012
ford,figo,exi 1.4 diesel,unknown,mid,diesel,manual,14,99937.0,7138.4,1,2,1399118.0,100,48.0,0,dealer,0,180000.0,2012
tata,zest,xms petrol,unknown,economy,petrol,manual,10,92856.0,9285.6,1,1,928560.0,100,60.7,0,dealer,0,322000.0,2016
maruti suzuki,wagon r,lxi minor,unknown,economy,petrol,manual,19,130757.0,6881.9,1,1,2484383.0,100,29.9,0,dealer,0,139000.0,2007
renault,kwid,rxt 1.0 amt (o),unknown,economy,petrol,automatic,5,34302.0,6860.4,1,1,171510.0,100,81.6,0,dealer,0,430000.0,2021
hyundai,creta,s 1.5 diesel,unknown,mid,diesel,manual,6,110940.0,18490.0,1,2,665640.0,100,70.9,1,dealer,0,980000.0,2020
honda,city,1.5l i-vtec corporate mt,unknown,mid,petrol,manual,14,65776.0,4698.3,1,2,920864.0,100,51.4,0,dealer,0,305716.0,2012
honda,brio,v mt,unknown,mid,petrol,manual,14,7320.0,522.9,1,2,102480.0,100,57.3,0,dealer,0,250800.0,2012
maruti suzuki,swift,vxi,unknown,economy,petrol,manual,4,33062.0,8265.5,1,1,132248.0,100,84.7,0,dealer,0,690000.0,2022
maruti suzuki,ritz,vxi,unknown,economy,petrol,manual,16,90000.0,5625.0,1,1,1440000.0,100,43.0,0,dealer,0,106457.0,2010
tata,nexon,xza plus petrol,unknown,economy,petrol,automatic,6,70243.0,11707.2,1,1,421458.0,100,75.0,0,dealer,0,873000.0,2020
mahindra,kuv 100 nxt,k8 p 6 str,unknown,mid,petrol,manual,8,85701.0,10712.6,1,2,685608.0,100,67.4,0,dealer,0,420000.0,2018
renault,kwid,climber 1.0 (o),unknown,economy,petrol,manual,4,78947.0,19736.8,1,1,315788.0,100,80.1,1,dealer,0,365000.0,2022
hyundai,new elantra,1.6 base diesel,unknown,mid,diesel,manual,12,121129.0,10094.1,1,2,1453548.0,100,51.9,0,dealer,0,360000.0,2014
hyundai,i10,magna 1.2,unknown,mid,petrol,manual,14,63508.0,4536.3,1,2,889112.0,100,51.6,0,dealer,0,270000.0,2012
maruti suzuki,wagon r 1.0,vxi,unknown,economy,petrol,manual,13,23078.0,1775.2,1,1,300014.0,100,58.7,0,dealer,0,348000.0,2013
maruti suzuki,swift dzire,vxi,unknown,economy,petrol,manual,14,104001.0,7428.6,1,1,1456014.0,100,47.6,0,dealer,0,280000.0,2012
hyundai,grand i10 nios,sportz amt 1.2 kappa vtvt,unknown,mid,petrol,automatic,6,41301.0,6883.5,1,2,247806.0,100,77.9,0,dealer,0,594000.0,2020
renault,kwid,rxt 1.0,unknown,economy,petrol,manual,10,50595.0,5059.5,1,1,505950.0,100,64.9,0,dealer,0,246500.0,2016
chevrolet,sail,1.3 base,unknown,economy,diesel,manual,12,99652.0,8304.3,1,1,1195824.0,100,54.0,0,dealer,0,268175.0,2014
hyundai,santro xing,xo,unknown,mid,petrol,manual,20,158973.0,7948.6,1,2,3179460.0,100,24.1,0,dealer,0,127000.0,2006
tata,nexon,xm sunroof petrol,unknown,economy,petrol,manual,4,29329.0,7332.2,1,1,117316.0,100,85.1,0,dealer,0,810000.0,2022
hyundai,creta,e plus 1.6 petrol,unknown,mid,petrol,manual,10,56504.0,5650.4,1,2,565040.0,100,64.3,0,dealer,0,750000.0,2016
renault,duster,rxl petrol,unknown,economy,petrol,manual,11,52359.0,4759.9,1,1,575949.0,100,61.8,0,dealer,0,530000.0,2015
hyundai,i20,magna 1.2,unknown,mid,petrol,manual,16,62115.0,3882.2,1,2,993840.0,100,45.8,0,dealer,0,201000.0,2010
mahindra,tuv300,t8,unknown,mid,diesel,manual,10,96518.0,9651.8,1,2,965180.0,100,60.3,0,dealer,0,570000.0,2016
volkswagen,ameo,highline1.5l,unknown,mid,diesel,manual,10,62563.0,6256.3,1,2,625630.0,100,63.7,0,dealer,0,491000.0,2016
maruti suzuki,swift,vxi amt,unknown,economy,petrol,automatic,3,28600.0,9533.3,1,1,85800.0,100,88.1,0,dealer,0,690000.0,2023
kia,sonet,htk (o) 1.2 petrol mt,unknown,mid,petrol,manual,2,14712.0,7356.0,1,2,29424.0,100,92.5,0,dealer,0,870000.0,2024
renault,kwid,rxt 0.8,unknown,economy,petrol,manual,10,29176.0,2917.6,1,1,291760.0,100,67.1,0,dealer,0,255000.0,2016
hyundai,creta,e plus 1.6 petrol,unknown,mid,petrol,manual,9,82747.0,9194.1,1,2,744723.0,100,64.7,0,dealer,0,570000.0,2017
ford,figo,exi 1.4 diesel,unknown,mid,diesel,manual,14,68422.0,4887.3,1,2,957908.0,100,51.2,0,dealer,0,174000.0,2012
maruti suzuki,s cross,alpha 1.3,unknown,economy,diesel,manual,8,127365.0,15920.6,1,1,1018920.0,100,63.3,1,dealer,0,560029.0,2018
hyundai,i20,magna 1.2,unknown,mid,petrol,manual,17,99672.0,5863.1,1,2,1694424.0,100,39.0,0,dealer,0,205000.0,2009
tata,punch,creative mt,unknown,economy,petrol,manual,4,23193.0,5798.2,1,1,92772.0,100,85.7,0,dealer,0,640000.0,2022
hyundai,grand i10,sportz 1.2 kappa vtvt,unknown,mid,petrol,manual,13,72000.0,5538.5,1,2,936000.0,100,53.8,0,dealer,0,295000.0,2013
hyundai,creta,sx plus 1.6 petrol,unknown,mid,petrol,manual,10,52139.0,5213.9,1,2,521390.0,100,64.8,0,dealer,0,790000.0,2016
hyundai,creta,e plus 1.6 petrol,unknown,mid,petrol,manual,9,30030.0,3336.7,1,2,270270.0,100,70.0,0,dealer,0,700000.0,2017
hyundai,elite i20,magna 1.4 at,unknown,mid,petrol,automatic,9,48541.0,5393.4,1,2,436869.0,100,68.1,0,dealer,0,580000.0,2017
hyundai,i10,sportz 1.2,unknown,mid,petrol,manual,14,13979.0,998.5,1,2,195706.0,100,56.6,0,dealer,0,254476.0,2012
maruti suzuki,sx4,zxi,unknown,economy,petrol,manual,18,92775.0,5154.2,1,1,1669950.0,100,36.7,0,dealer,0,140000.0,2008
toyota,camry,w1 mt,unknown,premium,petrol,manual,20,80130.0,4006.5,1,3,1602600.0,100,32.0,0,dealer,0,246000.0,2006
skoda,fabia,active plus 1.2 mpi,unknown,mid,cng,manual,15,217085.0,14472.3,1,2,3256275.0,100,33.3,0,dealer,0,135000.0,2011
ford,ecosport,titanium + 1.5l petrol at,unknown,mid,petrol,automatic,6,45805.0,7634.2,1,2,274830.0,100,77.4,0,dealer,0,700000.0,2020
maruti suzuki,alto 800,lxi,unknown,economy,petrol,manual,9,55160.0,6128.9,1,1,496440.0,100,67.5,0,dealer,0,270000.0,2017
hyundai,venue,sx (o) 1.5 crdi,unknown,mid,diesel,manual,4,41935.0,10483.8,1,2,167740.0,100,83.8,0,dealer,0,900000.0,2022
hyundai,eon,magna o,unknown,mid,petrol,manual,15,89385.0,5959.0,1,2,1340775.0,100,46.1,0,dealer,0,124000.0,2011
ford,ecosport,titanium 1.5l diesel,unknown,mid,diesel,manual,9,114126.0,12680.7,1,2,1027134.0,100,61.6,0,dealer,0,680000.0,2017
maruti suzuki,a star,vxi (abs) at,unknown,economy,petrol,automatic,14,55880.0,3991.4,1,1,782320.0,100,52.4,0,dealer,0,251000.0,2012
maruti suzuki,swift,vxi,unknown,economy,petrol,manual,12,51284.0,4273.7,1,1,615408.0,100,58.9,0,dealer,0,407000.0,2014
maruti suzuki,baleno,zeta petrol 1.2,unknown,economy,petrol,manual,10,73558.0,7355.8,1,1,735580.0,100,62.6,0,dealer,0,525000.0,2016
maruti suzuki,alto k10,lxi,unknown,economy,petrol,manual,15,45345.0,3023.0,1,1,680175.0,100,50.5,0,dealer,0,127797.0,2011
fiat,punto evo,dynamic 1.2,unknown,economy,petrol,manual,12,79262.0,6605.2,1,1,951144.0,100,56.1,0,dealer,0,260000.0,2014
hyundai,i10,sportz 1.1,unknown,mid,petrol,manual,11,52903.0,4809.4,1,2,581933.0,100,61.7,0,dealer,0,288507.0,2015
maruti suzuki,ritz,zxi,unknown,economy,petrol,manual,17,120783.0,7104.9,1,1,2053311.0,100,36.9,0,dealer,0,161000.0,2009
hyundai,i10,sportz 1.2,unknown,mid,petrol,manual,13,104883.0,8067.9,1,2,1363479.0,100,50.5,0,dealer,0,255000.0,2013
mahindra,scorpio,2.6 turbo 7 str,unknown,mid,diesel,manual,23,22660.0,985.2,1,2,521180.0,100,28.7,0,dealer,0,160000.0,2003
maruti suzuki,celerio,zxi amt,unknown,economy,petrol,automatic,8,50191.0,6273.9,1,1,401528.0,100,71.0,0,dealer,0,383562.0,2018
chevrolet,beat,lt diesel,unknown,economy,diesel,manual,15,93997.0,6266.5,1,1,1409955.0,100,45.6,0,dealer,0,65000.0,2011
renault,kwid,rxl,unknown,economy,petrol,manual,10,50974.0,5097.4,1,1,509740.0,100,64.9,0,dealer,0,271269.0,2016
honda,city,1.5l i-vtec v mt,unknown,mid,petrol,manual,8,36217.0,4527.1,1,2,289736.0,100,72.4,0,dealer,0,700000.0,2018
volkswagen,polo,highline diesel,unknown,mid,diesel,manual,13,115615.0,8893.5,1,2,1502995.0,100,49.4,0,dealer,0,277371.0,2013
hyundai,verna,fluidic 1.6 vtvt sx,unknown,mid,petrol,manual,13,77573.0,5967.2,1,2,1008449.0,100,53.2,0,dealer,0,360000.0,2013
datsun,redi go,s 1.0 amt,unknown,budget,petrol,automatic,7,30284.0,4326.3,1,0,211988.0,100,76.0,0,dealer,0,299215.0,2019
maruti suzuki,ertiga,zxi,unknown,economy,petrol,manual,13,111307.0,8562.1,1,1,1446991.0,100,49.9,0,dealer,0,500000.0,2013
honda,city,1.5l i-vtec v mt,unknown,mid,petrol,manual,14,56253.0,4018.1,1,2,787542.0,100,52.4,0,dealer,0,370000.0,2012
hyundai,verna,fluidic 1.6 vtvt sx,unknown,mid,petrol,manual,12,53294.0,4441.2,1,2,639528.0,100,58.7,0,dealer,0,480000.0,2014
hyundai,i20,magna 1.2,unknown,mid,petrol,manual,15,87693.0,5846.2,1,2,1315395.0,100,46.2,0,dealer,0,180000.0,2011
renault,captur,platine mono diesel,unknown,economy,diesel,manual,8,73532.0,9191.5,1,1,588256.0,100,68.6,0,dealer,0,590000.0,2018
maruti suzuki,alto k10,vxi,unknown,economy,petrol,manual,11,67179.0,6107.2,1,1,738969.0,100,60.3,0,dealer,0,275000.0,2015
maruti suzuki,dzire,vxi,unknown,economy,petrol,manual,8,37012.0,4626.5,1,1,296096.0,100,72.3,0,dealer,0,497000.0,2018
ford,ecosport,trend+ 1.5l diesel,unknown,mid,diesel,manual,10,104000.0,10400.0,1,2,1040000.0,100,59.6,0,dealer,0,411000.0,2016
hyundai,grand i10,asta at 1.2 kappa vtvt,unknown,mid,petrol,automatic,11,64379.0,5852.6,1,2,708169.0,100,60.6,0,dealer,0,354000.0,2015
maruti suzuki,celerio,vxi,unknown,economy,petrol,manual,10,57012.0,5701.2,1,1,570120.0,100,64.3,0,dealer,0,363000.0,2016
honda,jazz,1.2l i-vtec x,unknown,mid,petrol,manual,14,80955.0,5782.5,1,2,1133370.0,100,49.9,0,dealer,0,172000.0,2012
maruti suzuki,swift dzire,vxi,unknown,economy,petrol,manual,15,43038.0,2869.2,1,1,645570.0,100,50.7,0,dealer,0,209000.0,2011
hyundai,i10,magna 1.2,unknown,mid,petrol,manual,14,44682.0,3191.6,1,2,625548.0,100,53.5,0,dealer,0,280000.0,2012
maruti suzuki,ertiga,vxi,unknown,economy,petrol,manual,13,102971.0,7920.8,1,1,1338623.0,100,50.7,0,dealer,0,414000.0,2013
maruti suzuki,grand vitara,zeta smart hybrid,unknown,economy,petrol,manual,2,16840.0,8420.0,1,1,33680.0,100,92.3,0,dealer,0,1175000.0,2024
hyundai,i10,asta 1.2 at sunroof,unknown,mid,petrol,automatic,14,61203.0,4371.6,1,2,856842.0,100,51.9,0,dealer,0,295000.0,2012
maruti suzuki,eeco,5 str with a/c+htr,unknown,economy,petrol,manual,8,105277.0,13159.6,1,1,842216.0,100,65.5,0,dealer,0,410000.0,2018
ford,freestyle,titanium 1.2 petrol,unknown,mid,petrol,manual,8,50392.0,6299.0,1,2,403136.0,100,71.0,0,dealer,0,500000.0,2018
hyundai,grand i10,sportz 1.2 kappa vtvt,unknown,mid,petrol,manual,11,75530.0,6866.4,1,2,830830.0,100,59.4,0,dealer,0,360000.0,2015
honda,city,1.5l i-dtec sv,unknown,mid,diesel,manual,12,80289.0,6690.8,1,2,963468.0,100,56.0,0,dealer,0,450000.0,2014
maruti suzuki,dzire,vxi,unknown,economy,petrol,manual,5,90951.0,18190.2,1,1,454755.0,100,75.9,1,dealer,0,625000.0,2021
hyundai,i10,magna 1.2,unknown,mid,petrol,manual,15,68634.0,4575.6,1,2,1029510.0,100,48.1,0,dealer,0,208000.0,2011
hyundai,creta,sx 1.5 diesel,unknown,mid,diesel,manual,5,20683.0,4136.6,1,2,103415.0,100,82.9,0,dealer,0,1380000.0,2021
volkswagen,polo,trendline 1.2l diesel,unknown,mid,diesel,manual,15,200300.0,13353.3,1,2,3004500.0,100,35.0,0,dealer,0,200000.0,2011
mahindra,xuv500,w8,unknown,mid,diesel,manual,12,112609.0,9384.1,1,2,1351308.0,100,52.7,0,dealer,0,500000.0,2014
hyundai,verna,fluidic 1.6 vtvt sx,unknown,mid,petrol,manual,13,137441.0,10572.4,1,2,1786733.0,100,47.3,0,dealer,0,436000.0,2013
chevrolet,sail uva,1.2 base,unknown,economy,petrol,manual,13,107003.0,8231.0,1,1,1391039.0,100,50.3,0,dealer,0,140000.0,2013
renault,triber,rxz amt,unknown,economy,petrol,automatic,6,14000.0,2333.3,1,1,84000.0,100,80.6,0,dealer,0,600000.0,2020
honda,br-v,1.5l i-vtec v cvt,unknown,mid,petrol,automatic,10,106417.0,10641.7,1,2,1064170.0,100,59.4,0,dealer,0,673000.0,2016
volkswagen,vento,highline diesel 1.6,unknown,mid,diesel,manual,15,106141.0,7076.1,1,2,1592115.0,100,44.4,0,dealer,0,181147.0,2011
maruti suzuki,dzire,vxi,unknown,economy,petrol,manual,7,77511.0,11073.0,1,1,542577.0,100,71.2,0,dealer,0,500000.0,2019
hyundai,santro xing,xl,unknown,mid,petrol,manual,20,129547.0,6477.4,1,2,2590940.0,100,27.0,0,dealer,0,77777.0,2006
maruti suzuki,ertiga,vxi,unknown,economy,petrol,manual,8,69736.0,8717.0,1,1,557888.0,100,69.0,0,dealer,0,654000.0,2018
honda,civic,1.8l i-vtec v at sunroof,unknown,mid,petrol,automatic,15,118067.0,7871.1,1,2,1771005.0,100,43.2,0,dealer,0,312000.0,2011
kia,carens,luxury 1.5 turbo petrol imt 7 str,unknown,mid,petrol,manual,3,26605.0,8868.3,1,2,79815.0,100,88.3,0,dealer,0,1625000.0,2023
hyundai,verna,sx 1.5 vtvt ivt,unknown,mid,petrol,automatic,5,18804.0,3760.8,1,2,94020.0,100,83.1,0,dealer,0,1096000.0,2021
maruti suzuki,eeco,5 str with a/c+htr,unknown,economy,petrol,manual,16,89867.0,5616.7,1,1,1437872.0,100,43.0,0,dealer,0,245000.0,2010
toyota,corolla,h2 e 1.8,unknown,premium,petrol,manual,20,129188.0,6459.4,1,3,2583760.0,100,27.1,0,dealer,0,100000.0,2006
maruti suzuki,swift,lxi 1.3,unknown,economy,petrol,manual,21,134586.0,6408.9,1,1,2826306.0,100,23.5,0,dealer,0,90000.0,2005
skoda,fabia,elegance 1.6 mpi,unknown,mid,petrol,manual,15,172132.0,11475.5,1,2,2581980.0,100,37.8,0,dealer,0,229000.0,2011
maruti suzuki,swift,lxi,unknown,economy,petrol,manual,11,48564.0,4414.9,1,1,534204.0,100,62.1,0,dealer,0,440000.0,2015
fiat,grand punto,dynamic 1.3,unknown,economy,diesel,manual,13,97808.0,7523.7,1,1,1271504.0,100,51.2,0,dealer,0,205000.0,2013
tata,sumo grande,lx,unknown,economy,diesel,manual,18,115473.0,6415.2,1,1,2078514.0,100,34.5,0,dealer,0,164000.0,2008
maruti suzuki,wagon r 1.0,vxi,unknown,economy,petrol,manual,12,83285.0,6940.4,1,1,999420.0,100,55.7,0,dealer,0,275431.0,2014
honda,city,1.5l i-vtec v mt,unknown,mid,cng,manual,14,94680.0,6762.9,1,2,1325520.0,100,48.5,0,dealer,0,310000.0,2012
maruti suzuki,ciaz,alpha 1.5 shvs petrol,unknown,economy,petrol,manual,5,17958.0,3591.6,1,1,89790.0,100,83.2,0,dealer,0,829000.0,2021
honda,city,1.5l i-vtec v mt,unknown,mid,petrol,manual,14,126251.0,9017.9,1,2,1767514.0,100,45.4,0,dealer,0,375000.0,2012
maruti suzuki,wagon r 1.0,vxi,unknown,economy,petrol,manual,16,77390.0,4836.9,1,1,1238240.0,100,44.3,0,dealer,0,200000.0,2010
tata,punch,adventure mt,unknown,economy,petrol,manual,3,21856.0,7285.3,1,1,65568.0,100,88.8,0,dealer,0,665000.0,2023
skoda,rapid,1.5 tdi cr elegance at,unknown,mid,diesel,automatic,11,125498.0,11408.9,1,2,1380478.0,100,54.5,0,dealer,0,395000.0,2015
hyundai,i10,sportz 1.1,unknown,mid,petrol,manual,11,74966.0,6815.1,1,2,824626.0,100,59.5,0,dealer,0,305000.0,2015
kia,seltos,htk 1.5 diesel,unknown,mid,diesel,manual,7,58069.0,8295.6,1,2,406483.0,100,73.2,0,dealer,0,920000.0,2019
ford,figo,zxi 1.4 diesel,unknown,mid,diesel,manual,14,110543.0,7895.9,1,2,1547602.0,100,46.9,0,dealer,0,141000.0,2012
hyundai,verna,1.6 crdi sx,unknown,mid,diesel,manual,8,152249.0,19031.1,1,2,1217992.0,100,60.8,1,dealer,0,760000.0,2018
chevrolet,aveo,ls 1.4,unknown,economy,petrol,manual,14,83627.0,5973.4,1,1,1170778.0,100,49.6,0,dealer,0,140000.0,2012
mahindra,quanto,c8,unknown,mid,diesel,manual,13,90433.0,6956.4,1,2,1175629.0,100,52.0,0,dealer,0,198000.0,2013
maruti suzuki,baleno,zeta petrol 1.2,unknown,economy,petrol,manual,9,91053.0,10117.0,1,1,819477.0,100,63.9,0,dealer,0,530000.0,2017
hyundai,i20,magna 1.2,unknown,mid,petrol,manual,17,108078.0,6357.5,1,2,1837326.0,100,38.2,0,dealer,0,159000.0,2009
kia,carens,luxury plus 1.5 imt petrol,unknown,mid,petrol,manual,3,14820.0,4940.0,1,2,44460.0,100,89.5,0,dealer,0,1800000.0,2023
maruti suzuki,alto k10,lxi,unknown,economy,petrol,manual,16,72684.0,4542.8,1,1,1162944.0,100,44.7,0,dealer,0,130000.0,2010
hyundai,verna,fluidic 1.6 vtvt sx,unknown,mid,petrol,manual,14,55642.0,3974.4,1,2,778988.0,100,52.4,0,dealer,0,429000.0,2012
chevrolet,captiva,ltz awd at,unknown,economy,diesel,automatic,16,78684.0,4917.8,1,1,1258944.0,100,44.1,0,dealer,0,150000.0,2010
chevrolet,beat,ls petrol,unknown,economy,petrol,manual,15,59703.0,3980.2,1,1,895545.0,100,49.0,0,dealer,0,134587.0,2011
maruti suzuki,dzire,vxi,unknown,economy,petrol,manual,7,59950.0,8564.3,1,1,419650.0,100,73.0,0,dealer,0,619000.0,2019
maruti suzuki,swift,zxi,unknown,economy,petrol,manual,16,38020.0,2376.2,1,1,608320.0,100,48.2,0,dealer,0,260299.0,2010
honda,city,1.5l i-vtec vx cvt,unknown,mid,petrol,automatic,10,85173.0,8517.3,1,2,851730.0,100,61.5,0,dealer,0,495000.0,2016
honda,city,1.5l gxi,unknown,mid,petrol,manual,21,125747.0,5988.0,1,2,2640687.0,100,24.4,0,dealer,0,103000.0,2005
hyundai,santro xing,gls,unknown,mid,petrol,manual,12,57020.0,4751.7,1,2,684240.0,100,58.3,0,dealer,0,240000.0,2014
tata,nexon,xz plus petrol,unknown,economy,petrol,manual,7,62546.0,8935.1,1,1,437822.0,100,72.7,0,dealer,0,715000.0,2019
maruti suzuki,swift dzire,vdi,unknown,economy,diesel,manual,12,218435.0,18202.9,1,1,2621220.0,100,42.2,1,dealer,0,440000.0,2014
volkswagen,polo,trendline 1.2l diesel,unknown,mid,diesel,manual,14,120830.0,8630.7,1,2,1691620.0,100,45.9,0,dealer,0,184057.0,2012
maruti suzuki,swift,zdi,unknown,economy,diesel,manual,14,120718.0,8622.7,1,1,1690052.0,100,45.9,0,dealer,0,320000.0,2012
maruti suzuki,vitara brezza,zdi plus dual tone,unknown,economy,diesel,manual,9,80060.0,8895.6,1,1,720540.0,100,65.0,0,dealer,0,670000.0,2017
renault,kiger,rxz mt,unknown,economy,petrol,manual,5,27045.0,5409.0,1,1,135225.0,100,82.3,0,dealer,0,571000.0,2021
nissan,micra,xl petrol,unknown,mid,petrol,manual,15,81131.0,5408.7,1,2,1216965.0,100,46.9,0,dealer,0,194000.0,2011
hyundai,verna,fluidic 1.6 vtvt sx at,unknown,mid,petrol,automatic,12,141835.0,11819.6,1,2,1702020.0,100,49.8,0,dealer,0,323500.0,2014
volkswagen,polo,comfortline 1.2l,unknown,mid,diesel,manual,12,68242.0,5686.8,1,2,818904.0,100,57.2,0,dealer,0,390000.0,2014
maruti suzuki,ertiga,vxi,unknown,economy,petrol,manual,10,83902.0,8390.2,1,1,839020.0,100,61.6,0,dealer,0,502000.0,2016
toyota,corolla,h2 e 1.8,unknown,premium,petrol,manual,20,83341.0,4167.0,1,3,1666820.0,100,31.7,0,dealer,0,155000.0,2006
skoda,superb,elegance 1.8 tsi at,unknown,mid,petrol,automatic,15,76189.0,5079.3,1,2,1142835.0,100,47.4,0,dealer,0,240000.0,2011
maruti suzuki,a star,vxi (abs) at,unknown,economy,petrol,automatic,15,71268.0,4751.2,1,1,1069020.0,100,47.9,0,dealer,0,200000.0,2011
hyundai,grand i10,magna 1.1 crdi,unknown,mid,diesel,manual,12,166847.0,13903.9,1,2,2002164.0,100,47.3,0,dealer,0,350000.0,2014
maruti suzuki,swift,lxi,unknown,economy,petrol,manual,3,33000.0,11000.0,1,1,99000.0,100,87.7,0,dealer,0,639000.0,2023
mahindra,tuv300,t8,unknown,mid,diesel,manual,9,70429.0,7825.4,1,2,633861.0,100,66.0,0,dealer,0,600000.0,2017
volkswagen,passat,comfortline dsg,unknown,mid,diesel,automatic,15,110919.0,7394.6,1,2,1663785.0,100,43.9,0,dealer,0,343000.0,2011
maruti suzuki,celerio,vxi,unknown,economy,petrol,manual,12,106626.0,8885.5,1,1,1279512.0,100,53.3,0,dealer,0,305000.0,2014
tata,nexon,xz plus petrol kaziranga,unknown,economy,petrol,manual,4,72058.0,18014.5,1,1,288232.0,100,80.8,1,dealer,0,950000.0,2022
renault,kwid,rxt 1.0 amt (o),unknown,economy,petrol,automatic,6,32398.0,5399.7,1,1,194388.0,100,78.8,0,dealer,0,393359.0,2020
mahindra,kuv 100 nxt,k8 d 6 str,unknown,mid,diesel,manual,8,93016.0,11627.0,1,2,744128.0,100,66.7,0,dealer,0,358000.0,2018
honda,amaze,1.5l i-dtec s,unknown,mid,diesel,manual,13,261075.0,20082.7,1,2,3393975.0,100,34.9,1,dealer,0,340000.0,2013
renault,duster,85 ps rxl diesel,unknown,economy,diesel,manual,11,118240.0,10749.1,1,1,1300640.0,100,55.2,0,dealer,0,403000.0,2015
mahindra,e2o,t0,unknown,mid,electric,automatic,11,42361.0,3851.0,1,2,465971.0,100,62.8,0,dealer,0,138900.0,2015
renault,kwid,climber 1.0 amt,unknown,economy,petrol,automatic,9,44133.0,4903.7,1,1,397197.0,100,68.6,0,dealer,0,299999.0,2017
chevrolet,beat,lt petrol,unknown,economy,petrol,manual,15,95233.0,6348.9,1,1,1428495.0,100,45.5,0,dealer,0,130000.0,2011
maruti suzuki,zen estilo,lxi,unknown,economy,petrol,manual,13,63111.0,4854.7,1,1,820443.0,100,54.7,0,dealer,0,169000.0,2013
honda,jazz,1.2l i-vtec base,unknown,mid,petrol,manual,17,128738.0,7572.8,1,2,2188546.0,100,36.1,0,dealer,0,166000.0,2009
honda,amaze,1.2l i-vtec vx,unknown,mid,petrol,manual,13,94237.0,7249.0,1,2,1225081.0,100,51.6,0,dealer,0,382000.0,2013
